metaamr_id	gene	protein_id	type	phenotype	mechanism	source
MAMR007459	aac(6')_Serra	WP_047026538.1	AMR	aminoglycoside	other	AMRFinder
MAMR007460	blaTEM-26	WP_047028173.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007461	blaGOB-42	WP_047034183.1	AMR	carbapenem	enzyme	AMRFinder
MAMR007462	blaACT-55	WP_047052637.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007463	aacA-STR-13	WP_047139664.1	AMR	aminoglycoside	other	AMRFinder
MAMR007464	qnrE4	WP_047174394.1	AMR	quinolone	other	AMRFinder
MAMR007465	vat(B)	WP_047211550.1	AMR	streptogramin	other	AMRFinder
MAMR007466	blaACT-19	WP_047354536.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007467	blaACT-70	WP_047364854.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007468	eatA	CAI79539.1	AMR		efflux	AMRFinder
MAMR007469	mchF	CAJ44959.1	AMR		efflux	AMRFinder
MAMR007470	aacA-ACI5	WP_047426753.1	AMR	amikacin/kanamycin/tobramycin	other	AMRFinder
MAMR007471	aacA-STR-13	WP_047467383.1	AMR	aminoglycoside	other	AMRFinder
MAMR007472	blaOXA-927	WP_047480628.1	AMR	carbapenem	enzyme	AMRFinder
MAMR007473	blaADC-242	WP_047481394.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007474	blaSRT	WP_047567658.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007475	aac(6')_Serra	WP_047570454.1	AMR	aminoglycoside	other	AMRFinder
MAMR007476	blaPLA-2a	WP_047664983.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR007477	blaKPC-6	WP_047665864.1	AMR	carbapenem	enzyme	AMRFinder
MAMR007478	oqxA6	WP_047693838.1	AMR	phenicol/quinolone	efflux	AMRFinder
MAMR007479	blaCARB-45	WP_047706904.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR007480	blaACT-65	WP_047726486.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007481	aac(6')_Serra	WP_047729810.1	AMR	aminoglycoside	other	AMRFinder
MAMR007482	qnrB3	WP_047731800.1	AMR	quinolone	other	AMRFinder
MAMR007483	yopJ_gen	AKN09807.1	AMR		other	AMRFinder
MAMR007484	faeG	AAC34727.1	AMR		other	AMRFinder
MAMR007485	aadA2	WP_048207712.1	AMR	streptomycin	other	AMRFinder
MAMR007486	blaACT-69	WP_048209719.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007487	blaCMY-183	WP_048215094.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007488	qnrB17	WP_048216435.1	AMR	quinolone	other	AMRFinder
MAMR007489	aac(6')-If	WP_048233550.1	AMR	amikacin/kanamycin/tobramycin	other	AMRFinder
MAMR007490	aac(6')_Serra	WP_048234935.1	AMR	aminoglycoside	other	AMRFinder
MAMR007491	blaTEM-148	WP_048235862.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR007492	qnrB85	WP_048236419.1	AMR	quinolone	other	AMRFinder
MAMR007493	blaCMY-41	WP_048241752.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007494	rmtB3	WP_048266647.1	AMR	aminoglycoside	target_modification	AMRFinder
MAMR007495	qacG2	WP_048269931.1	AMR	quaternary_ammonium	efflux	AMRFinder
MAMR007496	blaSRT-2	WP_048321520.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007497	blaOKP-B-45	WP_048324114.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR007498	aac(6')_Serra	WP_048325528.1	AMR	aminoglycoside	other	AMRFinder
MAMR007499	thfT	WP_048327435.1	AMR	sulfonamide	efflux	AMRFinder
MAMR007500	blaLEN-22	WP_048330117.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR007501	blaOKP-A-8	WP_048334865.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR007502	asr	BAA15331.2	AMR		other	AMRFinder
MAMR007503	fieF	BAE77395.1	AMR		efflux	AMRFinder
MAMR007504	emrD	BAE77620.1	AMR	efflux	efflux	AMRFinder
MAMR007505	arsR_K-12	BAE77793.1	AMR	arsenic	other	AMRFinder
MAMR007506	tir	BAA96815.1	AMR		other	AMRFinder
MAMR007507	cesB	ABD14712.1	AMR		other	AMRFinder
MAMR007508	cesC	ABD14713.1	AMR		efflux	AMRFinder
MAMR007509	cesD	ABD14714.1	AMR		efflux	AMRFinder
MAMR007510	f17g	AAA69514.1	AMR		other	AMRFinder
MAMR007511	yadA	CRY27194.1	AMR		efflux	AMRFinder
MAMR007512	splE	ABD30999.1	AMR		other	AMRFinder
MAMR007513	splB	ABD31003.1	AMR		other	AMRFinder
MAMR007514	splA	ABD31004.1	AMR		other	AMRFinder
MAMR007515	mecA1	WP_048540464.1	AMR	methicillin	other	AMRFinder
MAMR007516	aac(6')_Entco	WP_048603867.1	AMR	aminoglycoside	other	AMRFinder
MAMR007517	aadA11	WP_048608579.1	AMR	streptomycin	other	AMRFinder
MAMR007518	catB8	WP_048608591.1	AMR	chloramphenicol	other	AMRFinder
MAMR007519	blaOXA-153	WP_048627819.1	AMR	carbapenem	enzyme	AMRFinder
MAMR007520	tetB(46)	WP_048717443.1	AMR	tetracycline	efflux	AMRFinder
MAMR007521	blaPEN-A8	WP_048804470.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR007522	blaOXA-151	WP_048806429.1	AMR	carbapenem	enzyme	AMRFinder
MAMR007523	sepA	CAA88252.1	AMR		efflux	AMRFinder
MAMR007524	smfY	BAE79899.1	AMR	efflux	efflux	AMRFinder
MAMR007525	blaOXA-360	WP_048880934.1	AMR	carbapenem	enzyme	AMRFinder
MAMR007526	bin_CdtA	AAF81760.1	AMR		other	AMRFinder
MAMR007527	lcrV	CNC59088.1	AMR		other	AMRFinder
MAMR007528	blaOKP-B-41	WP_049003700.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR007529	aac(6')-set_A	WP_049031504.1	AMR	aminoglycoside	other	AMRFinder
MAMR007530	blaGOB-5	WP_049037557.1	AMR	carbapenem	enzyme	AMRFinder
MAMR007531	blaOXA-953	WP_049044515.1	AMR	carbapenem	enzyme	AMRFinder
MAMR007532	blaOXA-114e	WP_049058560.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR007533	blaOXA-111	WP_049068184.1	AMR	carbapenem	enzyme	AMRFinder
MAMR007534	blaOXY-5-3	WP_049074725.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007535	blaOXY-1-10	WP_049079240.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007536	blaOXY-1-11	WP_049082137.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007537	blaOXY-6-6	WP_049088977.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007538	blaOXY-1-4	WP_049101515.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007539	blaMIR-10	WP_049122279.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007540	blaOXY-2-21	WP_049127974.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007541	blaACT-89	WP_049134845.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007542	blaLEN-11	WP_049156962.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR007543	aac(6')_Serra	WP_049189080.1	AMR	aminoglycoside	other	AMRFinder
MAMR007544	aac(6')_Serra	WP_049198488.1	AMR	aminoglycoside	other	AMRFinder
MAMR007545	aac(6')_Serra	WP_049204401.1	AMR	aminoglycoside	other	AMRFinder
MAMR007546	aac(6')_Serra	WP_049208356.1	AMR	aminoglycoside	other	AMRFinder
MAMR007547	aac(6')_Serra	WP_049212943.1	AMR	aminoglycoside	other	AMRFinder
MAMR007548	blaPDC-124	WP_049239252.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007549	aac(6')_Serra	WP_049241494.1	AMR	aminoglycoside	other	AMRFinder
MAMR007550	blaDHA-9	WP_049243320.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007551	aac(6')_Serra	WP_049270433.1	AMR	aminoglycoside	other	AMRFinder
MAMR007552	blaPDC-172	WP_049272244.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007553	blaOXA-1014	WP_049291121.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR007554	blaPDC-442	WP_049305288.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007555	blaPDC-123	WP_049321692.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007556	aac(6')-Iz	WP_049440615.1	AMR	tobramycin	other	AMRFinder
MAMR007557	aac(6')_Steno	WP_049443010.1	AMR	aminoglycoside	other	AMRFinder
MAMR007558	aac(6')-Iak	WP_049468785.1	AMR	aminoglycoside	other	AMRFinder
MAMR007559	tetB(60)	WP_049554487.1	AMR	tetracycline	efflux	AMRFinder
MAMR007560	dfrA45	WP_049581834.1	AMR	trimethoprim	other	AMRFinder
MAMR007561	blaOXA-144	WP_049581961.1	AMR	carbapenem	enzyme	AMRFinder
MAMR007562	mcr-1.1	WP_049589868.1	AMR	colistin	other	AMRFinder
MAMR007563	blaOXA-780	WP_049637206.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR007564	blaPER-3	WP_049637349.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007565	aac(6')_Yersi	WP_049646085.1	AMR	aminoglycoside	other	AMRFinder
MAMR007566	aac(6')_Yersi	WP_049677835.1	AMR	aminoglycoside	other	AMRFinder
MAMR007567	vanY-D	WP_049898469.1	AMR	vancomycin	other	AMRFinder
MAMR007568	aadA27	WP_050041693.1	AMR	spectinomycin/streptomycin	other	AMRFinder
MAMR007569	fdeC	ABE05822.1	AMR		efflux	AMRFinder
MAMR007570	sfaS	ABE06598.1	AMR		other	AMRFinder
MAMR007571	cnf1	ABE10324.1	AMR		other	AMRFinder
MAMR007572	aac(6')_Yersi	WP_050141558.1	AMR	aminoglycoside	other	AMRFinder
MAMR007573	blaTEM-215	WP_050190632.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR007574	tet(M)	WP_050232631.1	AMR	tetracycline	other	AMRFinder
MAMR007575	erm(N)	WP_050364506.1	AMR	erythromycin/lincosamide/streptogramin/tylosin	target_modification	AMRFinder
MAMR007576	tet(63)	WP_050437591.1	AMR	tetracycline	efflux	AMRFinder
MAMR007577	aac(6')_Yersi	WP_050537864.1	AMR	aminoglycoside	other	AMRFinder
MAMR007578	tet(W)	WP_050618045.1	AMR	tetracycline	other	AMRFinder
MAMR007579	blaNMC-A	WP_050737109.1	AMR	carbapenem	enzyme	AMRFinder
MAMR007580	tet(O)	WP_050824634.1	AMR	tetracycline	other	AMRFinder
MAMR007581	blaACT-64	WP_050861789.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007582	cat86	WP_050945244.1	AMR	chloramphenicol	other	AMRFinder
MAMR007583	lnu(H)	WP_051021433.1	AMR	lincosamide	other	AMRFinder
MAMR007584	aac(6')-Ian	WP_051139090.1	AMR	aminoglycoside	other	AMRFinder
MAMR007585	aac(6')_Ia_fam	WP_051208285.1	AMR	aminoglycoside	other	AMRFinder
MAMR007586	blaSFC-3	WP_051363721.1	AMR	carbapenem	enzyme	AMRFinder
MAMR007587	aacA8	WP_051449075.1	AMR	aminoglycoside	other	AMRFinder
MAMR007588	blaOXA-1090	WP_051601260.1	AMR	carbapenem	enzyme	AMRFinder
MAMR007589	aac(6')-30	WP_051645529.1	AMR	aminoglycoside	other	AMRFinder
MAMR007590	blaFIM-1	WP_052157330.1	AMR	carbapenem	enzyme	AMRFinder
MAMR007591	arr-5	WP_052238312.1	AMR	rifamycin	other	AMRFinder
MAMR007592	blaOXA-962	WP_052248074.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR007593	erm(42)	WP_052259183.1	AMR	clindamycin/erythromycin	target_modification	AMRFinder
MAMR007594	blaOXA-156	WP_052266736.1	AMR	carbapenem	enzyme	AMRFinder
MAMR007595	aacA34	WP_052285801.1	AMR	kanamycin/tobramycin	other	AMRFinder
MAMR007596	aph(6)-Ib	WP_052413554.1	AMR	streptomycin	other	AMRFinder
MAMR007597	tcmA	WP_052413892.1	AMR	tetracenomycin	efflux	AMRFinder
MAMR007598	sey	BAS21358.1	AMR		other	AMRFinder
MAMR007599	tet(W)	WP_052543100.1	AMR	tetracycline	other	AMRFinder
MAMR007600	blaIND-16	WP_052769157.1	AMR	carbapenem	enzyme	AMRFinder
MAMR007601	aph(2'')-Ii	WP_052776520.1	AMR	amikacin/gentamicin/kanamycin/tobramycin	other	AMRFinder
MAMR007602	blaOXA-583	WP_052781249.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR007603	blaOXA-611	WP_052788483.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR007604	blaOXA-581	WP_052788887.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR007605	blaOXA-465	WP_052793969.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR007606	blaOXA-625	WP_052794776.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR007607	blaOXA-609	WP_052798312.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR007608	blaOXA-597	WP_052800105.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR007609	blaOXA-601	WP_052803794.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR007610	blaOXA-451	WP_052805187.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR007611	blaOXA-1159	WP_052815145.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR007612	blaOXA-637	WP_052858477.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR007613	grdA	WP_052905207.1	AMR	gentamicin	target_protection	AMRFinder
MAMR007614	blaTEM-32	WP_052944427.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR007615	catB8	WP_052972810.1	AMR	chloramphenicol	other	AMRFinder
MAMR007616	fosB4	WP_053032028.1	AMR	fosfomycin	other	AMRFinder
MAMR007617	blaOXY-2-8	WP_053064676.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007618	blaIMI-1	WP_053073497.1	AMR	carbapenem	enzyme	AMRFinder
MAMR007619	bfpA	CAJ34994.1	AMR		other	AMRFinder
MAMR007620	srm(B)	WP_053138477.1	AMR	spiramycin	other	AMRFinder
MAMR007621	erm(O)	WP_053138973.1	AMR	erythromycin/lincomycin/pristinamycin/tylosin	target_modification	AMRFinder
MAMR007622	mgt	WP_053138975.1	AMR	erythromycin/tylosin	other	AMRFinder
MAMR007623	blaCMY-137	WP_053390271.1	AMR		enzyme	AMRFinder
MAMR007624	blaCTX-M-165	WP_053444694.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007625	aac(6')-Iak	WP_053461075.1	AMR	aminoglycoside	other	AMRFinder
MAMR007626	blaOXA-114h	WP_053498400.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR007627	qacE	WP_053515552.1	AMR	quaternary_ammonium	efflux	AMRFinder
MAMR007628	aac(6')_Steno	WP_053518652.1	AMR	aminoglycoside	other	AMRFinder
MAMR007629	aacA-STR-7	WP_053638058.1	AMR	aminoglycoside	other	AMRFinder
MAMR007630	aacA-ENT2	WP_053766315.1	AMR	aminoglycoside	other	AMRFinder
MAMR007631	blaPDC-125	WP_053813381.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007632	blaPDC-151	WP_053816671.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007633	mcr-5.1	WP_053821788.1	AMR	colistin	other	AMRFinder
MAMR007634	blaOXA-639	WP_053872444.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR007635	blaOXA-603	WP_053921012.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR007636	iap	CAA51959.1	AMR		other	AMRFinder
MAMR007637	merD	ABF13034.1	AMR	mercury	other	AMRFinder
MAMR007638	cnrC	ABF13067.1	AMR	nickel	efflux	AMRFinder
MAMR007639	cnrA	ABF13069.1	AMR	nickel	efflux	AMRFinder
MAMR007640	cnrT	ABF13070.1	AMR	nickel	other	AMRFinder
MAMR007641	tet(O/W/O)	WP_054336482.1	AMR	tetracycline	other	AMRFinder
MAMR007642	blaPDC-168	WP_054379352.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007643	blaOXA-455	WP_054428802.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR007644	blaOXA-114j	WP_054437016.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR007645	blaOXA-114c	WP_054448427.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR007646	blaOXA-114m	WP_054471662.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR007647	blaOXA-789	WP_054500785.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR007648	blaOXA-114a	WP_054505840.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR007649	blaOXA-114l	WP_054517040.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR007650	fosE	WP_054882068.1	AMR	fosfomycin	enzyme	AMRFinder
MAMR007651	fosK	WP_054890630.1	AMR	fosfomycin	other	AMRFinder
MAMR007652	aac(6')-31	WP_054914207.1	AMR	aminoglycoside	other	AMRFinder
MAMR007653	blaTEM-63	WP_055314004.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007654	blaTEM-213	WP_055314508.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR007655	blaMIR-5	WP_055321263.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007656	ncrA	ABF14406.1	AMR	nickel	other	AMRFinder
MAMR007657	ncrB	ABF14407.1	AMR	nickel	other	AMRFinder
MAMR007658	aac(6')-sk	WP_055545096.1	AMR	aminoglycoside	other	AMRFinder
MAMR007659	erm(30)	WP_055641627.1	AMR	lincosamide/macrolide/streptogramin	target_modification	AMRFinder
MAMR007660	cnf1	CAK02719.1	AMR		other	AMRFinder
MAMR007661	blaOXA-669	WP_056517622.1	AMR	carbapenem	enzyme	AMRFinder
MAMR007662	alpha-8	BAT41861.1	AMR	alpha	other	AMRFinder
MAMR007663	blaPFM-2	WP_057012521.1	AMR	carbapenem	enzyme	AMRFinder
MAMR007664	blaOXA-629	WP_057036510.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR007665	aph(2'')-IIa	WP_057038954.1	AMR	amikacin/gentamicin/kanamycin/tobramycin	other	AMRFinder
MAMR007666	aac(6')-Im	WP_057038955.1	AMR	aminoglycoside	other	AMRFinder
MAMR007667	blaOXA-83	WP_057046497.1	AMR	carbapenem	enzyme	AMRFinder
MAMR007668	blaOXA-340	WP_057053864.1	AMR	carbapenem	enzyme	AMRFinder
MAMR007669	blaOXA-821	WP_057061999.1	AMR	carbapenem	enzyme	AMRFinder
MAMR007670	blaOXA-241	WP_057066208.1	AMR	carbapenem	enzyme	AMRFinder
MAMR007671	blaOXA-417	WP_057089822.1	AMR	carbapenem	enzyme	AMRFinder
MAMR007672	blaADC-163	WP_057093064.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007673	blaOXA-121	WP_057094079.1	AMR	carbapenem	enzyme	AMRFinder
MAMR007674	qacG2	WP_057094859.1	AMR	quaternary_ammonium	efflux	AMRFinder
MAMR007675	aac(6')-Ie2	WP_057097547.1	AMR	amikacin/kanamycin/tobramycin	other	AMRFinder
MAMR007676	aph(2'')-Ih	WP_057098416.1	AMR	amikacin/gentamicin/kanamycin/tobramycin	other	AMRFinder
MAMR007677	blaOXY-1-12	WP_057174064.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007678	blaOKP-B-7	WP_057215100.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR007679	cfxA4	WP_057280848.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007680	blaOXA-1174	WP_057384527.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR007681	blaOXA-1129	WP_057387633.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR007682	blaPDC-197	WP_057388025.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007683	aac(6')-Iak	WP_057493474.1	AMR	aminoglycoside	other	AMRFinder
MAMR007684	mecA-ceftar	WP_057521704.1	AMR	ceftaroline/methicillin	other	AMRFinder
MAMR007685	mexE	CAK15125.1	AMR	efflux	efflux	AMRFinder
MAMR007686	blaOXA-207	WP_057689930.1	AMR	carbapenem	enzyme	AMRFinder
MAMR007687	blaADC-336	WP_057690145.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007688	blaADC-78	WP_057691006.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007689	blaADC-182	WP_057691114.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007690	blaMCA	WP_057991970.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR007691	blaOXA-1132	WP_058017838.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR007692	blaOXA-958	WP_058052637.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR007693	blaOXA-497	WP_058061931.1	AMR	carbapenem	enzyme	AMRFinder
MAMR007694	aac(6')-31	WP_058124867.1	AMR	aminoglycoside	other	AMRFinder
MAMR007695	blaPDC-119	WP_058128316.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007696	blaPDC-104	WP_058129018.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007697	blaOXA-543	WP_058132644.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007698	ant(2'')-Ia	WP_058133312.1	AMR	gentamicin/kanamycin/tobramycin	other	AMRFinder
MAMR007699	blaPDC-455	WP_058135553.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007700	blaOXA-1027	WP_058142895.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR007701	blaPDC-271	WP_058157026.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007702	blaPDC-207	WP_058161279.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007703	blaPDC-80	WP_058169253.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007704	blaPDC-225	WP_058169941.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007705	blaPDC-250	WP_058174497.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007706	blaPDC-100	WP_058176209.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007707	blaOXA-141	WP_058177653.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007708	aac(3)-IIIb	WP_058179966.1	AMR	gentamicin	other	AMRFinder
MAMR007709	blaPDC-171	WP_058180135.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007710	blaPDC-86	WP_058198950.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007711	blaOXA-1024	WP_058354753.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR007712	blaOXA-157	WP_058375744.1	AMR	carbapenem	enzyme	AMRFinder
MAMR007713	ctxB	AAF94613.1	AMR		target_protection	AMRFinder
MAMR007714	ctxA	AAF94614.1	AMR		other	AMRFinder
MAMR007715	blaFEZ-1	WP_058468956.1	AMR	carbapenem	enzyme	AMRFinder
MAMR007716	vanI	WP_058492019.1	AMR	vancomycin	other	AMRFinder
MAMR007717	arsN2	KTT96020.1	AMR	arsenic	other	AMRFinder
MAMR007718	mecA1	WP_058611717.1	AMR	methicillin	other	AMRFinder
MAMR007719	mef(A)	WP_058621816.1	AMR	azithromycin/erythromycin	efflux	AMRFinder
MAMR007720	blaDHA-7	WP_058648119.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007721	blaCMH-9	WP_058650678.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR007722	dfrA34	WP_058652112.1	AMR	trimethoprim	other	AMRFinder
MAMR007723	blaACT-115	WP_058652386.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007724	fosA7.7	WP_058653118.1	AMR	fosfomycin	other	AMRFinder
MAMR007725	aadA1	WP_058664416.1	AMR	streptomycin	other	AMRFinder
MAMR007726	blaCTX-M-96	WP_058670847.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007727	aac(6')-Ia	WP_058677876.1	AMR	aminoglycoside	other	AMRFinder
MAMR007728	sul1	WP_058685609.1	AMR	sulfonamide	other	AMRFinder
MAMR007729	blaACT-102	WP_058690324.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007730	aac(6')_E550	WP_058699631.1	AMR	amikacin/kanamycin/tobramycin	other	AMRFinder
MAMR007731	blaOXA-436	WP_058842180.1	AMR	carbapenem	enzyme	AMRFinder
MAMR007732	blaOXA-651	WP_058870660.1	AMR	carbapenem	enzyme	AMRFinder
MAMR007733	aac(6')-D292	WP_058878818.1	AMR	amikacin/kanamycin/tobramycin	other	AMRFinder
MAMR007734	blaGOB-38	WP_058879139.1	AMR	carbapenem	enzyme	AMRFinder
MAMR007735	blaOXA-652	WP_058951457.1	AMR	carbapenem	enzyme	AMRFinder
MAMR007736	blaOXA-1191	WP_058968329.1	AMR	carbapenem	enzyme	AMRFinder
MAMR007737	blaGOB-13	WP_059155257.1	AMR	carbapenem	enzyme	AMRFinder
MAMR007738	blaADC-184	WP_059247009.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007739	blaOXA-92	WP_059262713.1	AMR	carbapenem	enzyme	AMRFinder
MAMR007740	blaADC-81	WP_059262723.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007741	blaGOB-37	WP_059323095.1	AMR	carbapenem	enzyme	AMRFinder
MAMR007742	blaCME-1	WP_059330348.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007743	rmpA	AMA27886.1	AMR		other	AMRFinder
MAMR007744	blaGOB-25	WP_059345125.1	AMR	carbapenem	enzyme	AMRFinder
MAMR007745	blaACT-4	WP_059347269.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007746	blaGES-24	WP_059385191.1	AMR	carbapenem	enzyme	AMRFinder
MAMR007747	blaTLA-3	WP_059512353.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007748	blaPEN-N	WP_060005294.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR007749	blaADC-214	WP_060454527.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007750	blaADC-217	WP_060470109.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007751	aadA5	WP_060512885.1	AMR	streptomycin	other	AMRFinder
MAMR007752	aac(6')_Serra	WP_060560340.1	AMR	aminoglycoside	other	AMRFinder
MAMR007753	blaIMI-9	WP_060571602.1	AMR	carbapenem	enzyme	AMRFinder
MAMR007754	blaACT-77	WP_060573544.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007755	blaVIM-29	WP_060589395.1	AMR	carbapenem	enzyme	AMRFinder
MAMR007756	blaOKP-A-6	WP_060590773.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR007757	blaOXA-162	WP_060613455.1	AMR	carbapenem	enzyme	AMRFinder
MAMR007758	blaIMP-26	WP_060614779.1	AMR	carbapenem	enzyme	AMRFinder
MAMR007759	blaTEM-169	WP_060615518.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007760	blaOKP-B-36	WP_060655783.1	AMR	beta-lactam	enzyme	AMRFinder
MAMR007761	blaCMY-49	WP_060682854.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007762	aac(6')_Serra	WP_060706838.1	AMR	aminoglycoside	other	AMRFinder
MAMR007763	vanB	WP_060763488.1	AMR	vancomycin	other	AMRFinder
MAMR007764	vanC2/3	WP_060792851.1	AMR	vancomycin	other	AMRFinder
MAMR007765	vanXY-c2/3	WP_060792852.1	AMR	vancomycin	other	AMRFinder
MAMR007766	blaCMY-180	WP_060855400.1	AMR	cephalosporin	enzyme	AMRFinder
MAMR007767	blaMOC-1	WP_060874262.1	AMR	carbapenem	enzyme	AMRFinder
MAMR007768	cadC_Sa	AAB59153.1	AMR	cadmium/lead/zinc	other	AMRFinder
MAMR007769	ncrA	ABF61434.1	AMR	nickel	other	AMRFinder
